,location
1351,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/291.tiff
1352,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/292.tiff
1353,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/293.tiff
1354,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/294.tiff
1355,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/295.tiff
1356,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/296.tiff
1357,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/297.tiff
1358,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/298.tiff
1359,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/299.tiff
1360,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/3.tiff
1361,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/30.tiff
1362,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/300.tiff
1363,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/301.tiff
1364,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/302.tiff
1365,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/303.tiff
1366,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/304.tiff
1367,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/305.tiff
1368,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/306.tiff
1369,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/307.tiff
1370,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/308.tiff
1371,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/309.tiff
1372,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/31.tiff
1373,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/32.tiff
1374,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/33.tiff
1375,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/34.tiff
1376,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/35.tiff
1377,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/36.tiff
1378,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/37.tiff
1379,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/38.tiff
1380,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/39.tiff
1381,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/4.tiff
1382,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/40.tiff
1383,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/41.tiff
1384,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/42.tiff
1385,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/43.tiff
1386,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/44.tiff
1387,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/45.tiff
1388,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/46.tiff
1389,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/47.tiff
1390,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/48.tiff
1391,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/49.tiff
1392,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/5.tiff
1393,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/50.tiff
1394,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/51.tiff
1395,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/52.tiff
1396,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/53.tiff
1397,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/54.tiff
1398,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/55.tiff
1399,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/56.tiff
1400,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/57.tiff
1401,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/58.tiff
1402,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/59.tiff
1403,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/6.tiff
1404,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/60.tiff
1405,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/61.tiff
1406,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/62.tiff
1407,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/63.tiff
1408,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/64.tiff
1409,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/65.tiff
1410,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/66.tiff
1411,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/67.tiff
1412,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/68.tiff
1413,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/69.tiff
1414,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/7.tiff
1415,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/70.tiff
1416,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/71.tiff
1417,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/72.tiff
1418,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/73.tiff
1419,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/74.tiff
1420,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/75.tiff
1421,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/76.tiff
1422,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/77.tiff
1423,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/78.tiff
1424,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/79.tiff
1425,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/8.tiff
1426,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/80.tiff
1427,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/81.tiff
1428,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/82.tiff
1429,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/83.tiff
1430,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/84.tiff
1431,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/85.tiff
1432,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/86.tiff
1433,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/87.tiff
1434,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/88.tiff
1435,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/89.tiff
1436,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/9.tiff
1437,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/90.tiff
1438,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/91.tiff
1439,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/92.tiff
1440,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/93.tiff
1441,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/94.tiff
1442,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/95.tiff
1443,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/96.tiff
1444,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/97.tiff
1445,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/98.tiff
1446,fullsampledata/subset4mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720/99.tiff
1447,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/0.tiff
1448,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/1.tiff
1449,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/10.tiff
1450,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/100.tiff
1451,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/101.tiff
1452,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/102.tiff
1453,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/103.tiff
1454,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/104.tiff
1455,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/105.tiff
1456,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/106.tiff
1457,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/107.tiff
1458,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/108.tiff
1459,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/109.tiff
1460,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/11.tiff
1461,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/110.tiff
1462,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/111.tiff
1463,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/112.tiff
1464,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/113.tiff
1465,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/114.tiff
1466,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/115.tiff
1467,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/116.tiff
1468,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/117.tiff
1469,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/118.tiff
1470,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/119.tiff
1471,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/12.tiff
1472,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/120.tiff
1473,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/121.tiff
1474,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/122.tiff
1475,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/123.tiff
1476,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/124.tiff
1477,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/125.tiff
1478,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/126.tiff
1479,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/127.tiff
1480,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/128.tiff
1481,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/129.tiff
1482,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/13.tiff
1483,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/130.tiff
1484,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/131.tiff
1485,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/132.tiff
1486,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/133.tiff
1487,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/134.tiff
1488,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/135.tiff
1489,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/136.tiff
1490,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/137.tiff
1491,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/138.tiff
1492,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/139.tiff
1493,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/14.tiff
1494,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/140.tiff
1495,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/141.tiff
1496,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/142.tiff
1497,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/143.tiff
1498,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/144.tiff
1499,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/145.tiff
1500,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/146.tiff
1501,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/147.tiff
1502,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/148.tiff
1503,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/149.tiff
1504,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/15.tiff
1505,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/150.tiff
1506,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/151.tiff
1507,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/152.tiff
1508,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/153.tiff
1509,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/154.tiff
1510,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/155.tiff
1511,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/156.tiff
1512,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/157.tiff
1513,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/158.tiff
1514,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/159.tiff
1515,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/16.tiff
1516,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/160.tiff
1517,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/161.tiff
1518,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/162.tiff
1519,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/163.tiff
1520,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/164.tiff
1521,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/165.tiff
1522,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/166.tiff
1523,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/167.tiff
1524,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/168.tiff
1525,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/169.tiff
1526,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/17.tiff
1527,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/170.tiff
1528,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/171.tiff
1529,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/172.tiff
1530,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/173.tiff
1531,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/174.tiff
1532,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/175.tiff
1533,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/176.tiff
1534,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/177.tiff
1535,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/178.tiff
1536,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/179.tiff
1537,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/18.tiff
1538,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/180.tiff
1539,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/181.tiff
1540,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/182.tiff
1541,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/183.tiff
1542,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/184.tiff
1543,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/185.tiff
1544,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/186.tiff
1545,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/187.tiff
1546,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/188.tiff
1547,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/189.tiff
1548,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/19.tiff
1549,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/190.tiff
1550,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/191.tiff
1551,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/192.tiff
1552,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/193.tiff
1553,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/194.tiff
1554,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/195.tiff
1555,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/196.tiff
1556,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/197.tiff
1557,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/198.tiff
1558,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/199.tiff
1559,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/2.tiff
1560,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/20.tiff
1561,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/200.tiff
1562,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/201.tiff
1563,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/202.tiff
1564,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/203.tiff
1565,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/204.tiff
1566,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/205.tiff
1567,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/206.tiff
1568,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/207.tiff
1569,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/208.tiff
1570,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/209.tiff
1571,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/21.tiff
1572,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/210.tiff
1573,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/211.tiff
1574,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/212.tiff
1575,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/213.tiff
1576,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/214.tiff
1577,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/215.tiff
1578,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/216.tiff
1579,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/217.tiff
1580,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/218.tiff
1581,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/219.tiff
1582,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/22.tiff
1583,fullsampledata/subset5mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565/220.tiff
